Rooms,Price,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Suburb,zipcode,airbnb_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean
1,457000.0,1.0,1.0,406.0,49.0,1970.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
3,897500.0,2.0,1.0,82.0,82.0,1995.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,865000.0,2.0,1.0,0.0,,,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,1265000.0,1.0,1.0,282.0,112.0,1920.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,1260000.0,1.0,2.0,116.0,,,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
3,1075000.0,1.0,0.0,183.0,104.0,1880.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
3,1470000.0,2.0,2.0,0.0,,,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
1,366000.0,1.0,1.0,0.0,44.0,1970.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
1,461000.0,1.0,1.0,0.0,,,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,981000.0,1.0,0.0,188.0,107.0,1900.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,683000.0,1.0,1.0,0.0,92.0,1900.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
3,1470000.0,2.0,0.0,150.0,,,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,670000.0,1.0,0.0,118.0,,,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
1,430000.0,1.0,1.0,0.0,52.0,,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,515000.0,1.0,1.0,816.0,,,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,1000000.0,1.0,2.0,159.0,86.0,1880.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
3,887500.0,2.0,1.0,81.0,82.0,2000.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,713500.0,2.0,1.0,1060.0,88.0,2010.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
3,1500000.0,2.0,2.0,0.0,159.0,1920.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,672000.0,1.0,1.0,0.0,60.0,2002.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,1215000.0,2.0,1.0,0.0,,1895.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,800000.0,1.0,1.0,0.0,91.0,1900.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,1645000.0,1.0,3.0,0.0,2.0,1890.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,450000.0,1.0,1.0,0.0,,1970.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,860000.0,2.0,1.0,0.0,114.0,1920.0,Northern Metropolitan,Collingwood,3066.0,126.0,865.8461538461538,3087.230769230769
2,900000.0,1.0,2.0,239.0,110.0,1940.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1625000.0,2.0,2.0,447.0,181.0,1920.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,906000.0,1.0,1.0,221.0,,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,1100000.0,2.0,0.0,147.0,159.0,1910.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,930000.0,1.0,1.0,295.0,,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1755000.0,2.0,1.0,391.0,173.0,1905.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,1400000.0,1.0,1.0,489.0,150.0,1910.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1240000.0,2.0,2.0,319.0,123.0,1990.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,700000.0,1.0,2.0,99.0,92.0,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,591000.0,1.0,1.0,815.0,62.0,2008.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,537000.0,1.0,1.0,0.0,79.0,1970.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1805000.0,2.0,1.0,347.0,,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,800000.0,2.0,2.0,331.0,112.0,2010.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,965000.0,1.0,2.0,275.0,119.0,1900.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,1160000.0,2.0,2.0,155.0,137.0,2011.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,820000.0,2.0,2.0,108.0,3.0,2002.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,2600000.0,2.0,2.0,527.0,184.0,1880.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,900000.0,1.0,1.0,198.0,,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1390000.0,1.0,2.0,463.0,102.0,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1071000.0,2.0,2.0,179.0,125.0,2000.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1800000.0,2.0,2.0,492.0,181.0,1905.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,2345000.0,2.0,1.0,419.0,204.0,1908.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,741000.0,1.0,1.0,0.0,1561.0,1966.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,626000.0,1.0,1.0,1764.0,100.0,1930.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,2160000.0,1.0,1.0,590.0,185.0,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,3000000.0,2.0,2.0,661.0,204.0,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1500000.0,2.0,0.0,195.0,,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,1650000.0,3.0,2.0,386.0,185.0,1913.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,850000.0,2.0,2.0,108.0,142.0,2000.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1750000.0,2.0,2.0,517.0,207.0,1900.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1450000.0,1.0,2.0,351.0,108.0,1915.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,2806000.0,3.0,2.0,669.0,255.0,1930.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,782000.0,1.0,1.0,0.0,95.0,1970.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,1007000.0,2.0,2.0,125.0,200.0,2000.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,1450000.0,2.0,2.0,376.0,192.0,1917.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,500000.0,1.0,1.0,0.0,59.0,2006.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,2600000.0,3.0,2.0,701.0,273.0,1885.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,895000.0,1.0,1.0,147.0,81.0,1915.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,751000.0,2.0,1.0,0.0,,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,2050000.0,3.0,2.0,420.0,270.0,2016.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1605000.0,1.0,1.0,418.0,152.0,1890.0,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,410000.0,0.0,0.0,0.0,,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,577000.0,1.0,0.0,0.0,,,Southern Metropolitan,Elsternwick,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
1,520000.0,1.0,1.0,0.0,51.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1350000.0,2.0,2.0,1170.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,392500.0,1.0,0.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,507000.0,1.0,1.0,0.0,79.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,525000.0,1.0,1.0,553.0,83.0,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,2116000.0,1.0,2.0,463.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,750000.0,1.0,1.0,0.0,71.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,510000.0,1.0,1.0,0.0,60.0,2001.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,599999.0,1.0,0.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,300000.0,1.0,0.0,0.0,33.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1395000.0,2.0,1.0,400.0,126.0,1996.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,855000.0,1.0,1.0,1966.0,85.0,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,1050000.0,2.0,2.0,2381.0,,2009.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,955000.0,1.0,1.0,2925.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,680000.0,1.0,1.0,510.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1911000.0,1.0,2.0,327.0,,1900.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,790000.0,1.0,2.0,0.0,85.0,1940.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,550000.0,1.0,1.0,0.0,68.0,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,357000.0,1.0,1.0,0.0,50.0,1965.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,685000.0,1.0,1.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,1210000.0,1.0,0.0,163.0,92.0,1890.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,825000.0,1.0,2.0,0.0,86.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1050000.0,1.0,0.0,257.0,138.0,1920.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,632000.0,1.0,1.0,0.0,54.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,582500.0,1.0,1.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,485000.0,1.0,1.0,0.0,43.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,660000.0,2.0,1.0,317.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,575000.0,1.0,0.0,483.0,57.0,1950.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,590000.0,1.0,1.0,0.0,77.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1238000.0,2.0,1.0,116.0,119.0,1996.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,640000.0,1.0,1.0,626.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,510000.0,1.0,1.0,0.0,62.0,1950.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,717000.0,1.0,1.0,0.0,,1950.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
4,1875000.0,2.0,0.0,223.0,173.0,1910.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,1180000.0,1.0,0.0,249.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,780000.0,1.0,1.0,0.0,100.0,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,878500.0,2.0,1.0,75.0,122.0,2002.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,3572000.0,2.0,6.0,737.0,207.0,1915.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,1015000.0,1.0,2.0,0.0,,2003.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,940000.0,1.0,1.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,630000.0,1.0,1.0,0.0,,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1700000.0,2.0,2.0,316.0,,1910.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,686000.0,1.0,1.0,1622.0,,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,560000.0,1.0,0.0,0.0,70.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,765000.0,1.0,0.0,0.0,88.0,1940.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,670000.0,2.0,1.0,0.0,84.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1625000.0,2.0,1.0,246.0,133.0,1950.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,1122000.0,2.0,1.0,0.0,104.0,1923.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,559000.0,1.0,1.0,1307.0,,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,369000.0,1.0,1.0,1547.0,,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,525500.0,1.0,1.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
4,2400000.0,2.0,2.0,560.0,185.0,1920.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,655000.0,1.0,1.0,0.0,70.0,1965.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,684000.0,1.0,0.0,0.0,98.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,451000.0,1.0,1.0,0.0,,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,500000.0,1.0,1.0,0.0,63.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,680000.0,1.0,1.0,0.0,67.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,600000.0,1.0,1.0,0.0,75.0,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,370000.0,1.0,1.0,0.0,51.0,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,612000.0,1.0,1.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1561000.0,2.0,0.0,218.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,390000.0,1.0,1.0,644.0,47.0,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,313000.0,1.0,1.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,630000.0,1.0,1.0,0.0,70.0,1935.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1675000.0,1.0,1.0,345.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,470000.0,1.0,1.0,900.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,640000.0,1.0,0.0,0.0,80.0,1940.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,932000.0,2.0,1.0,799.0,110.0,2012.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,645000.0,1.0,1.0,0.0,75.0,1975.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,347000.0,1.0,1.0,0.0,37.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,875000.0,1.0,1.0,0.0,83.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,582500.0,1.0,1.0,0.0,65.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,570000.0,1.0,1.0,0.0,50.0,1940.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
4,1875000.0,3.0,0.0,235.0,211.0,2005.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,326000.0,1.0,1.0,0.0,,,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
1,340000.0,1.0,1.0,0.0,42.0,1970.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
4,2200000.0,3.0,2.0,348.0,218.0,1900.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,687500.0,1.0,1.0,0.0,69.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,680000.0,1.0,1.0,0.0,,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,730000.0,1.0,1.0,0.0,85.0,1940.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,526000.0,1.0,0.0,0.0,47.0,1930.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,920000.0,2.0,2.0,758.0,18.0,2010.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1830000.0,2.0,2.0,374.0,162.0,1925.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
2,572500.0,2.0,1.0,1307.0,,1960.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1925000.0,1.0,1.0,393.0,,1923.0,Southern Metropolitan,Elwood,3184.0,183.21951219512195,1110.9512195121952,3681.0731707317073
3,1250000.0,2.0,0.0,327.0,144.0,1910.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1350000.0,1.0,2.0,309.0,110.0,2000.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1125000.0,1.0,2.0,530.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1064000.0,1.0,1.0,235.0,,1900.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,1220000.0,1.0,2.0,537.0,92.0,1950.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
4,1160000.0,2.0,1.0,381.0,145.0,1890.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,505000.0,1.0,1.0,0.0,70.0,1970.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,602000.0,1.0,1.0,0.0,77.0,2013.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,846000.0,1.0,1.0,185.0,107.0,1990.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,400000.0,1.0,1.0,0.0,68.0,1970.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,610000.0,1.0,1.0,66.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,445000.0,1.0,1.0,0.0,56.0,1970.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,730000.0,1.0,1.0,116.0,,1985.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
4,1730000.0,2.0,2.0,490.0,226.0,2007.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,438000.0,1.0,1.0,0.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1700000.0,2.0,1.0,743.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,510000.0,1.0,1.0,1658.0,68.0,1970.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
1,300000.0,1.0,1.0,0.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,750000.0,2.0,1.0,170.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,2350000.0,2.0,4.0,735.0,,1950.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1350000.0,1.0,4.0,553.0,109.0,1930.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
4,2000000.0,3.0,2.0,575.0,280.0,2015.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,1010000.0,1.0,1.0,285.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1065000.0,1.0,2.0,630.0,,1930.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,805000.0,1.0,1.0,140.0,2.0,2008.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1055000.0,1.0,2.0,382.0,140.0,1950.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,548000.0,1.0,1.0,0.0,68.0,2014.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1500000.0,1.0,1.0,0.0,126.0,1910.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,600000.0,1.0,2.0,0.0,75.0,1970.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1510000.0,1.0,1.0,453.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,545000.0,1.0,1.0,0.0,77.0,2002.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1145000.0,1.0,3.0,590.0,,,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1375000.0,1.0,1.0,496.0,122.0,1910.0,Northern Metropolitan,Fairfield,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,1000000.0,1.0,0.0,128.0,,,Northern Metropolitan,Fitzroy,3065.0,166.61818181818182,1069.9636363636364,3852.2727272727275
3,1252000.0,2.0,2.0,0.0,137.0,2004.0,Northern Metropolitan,Fitzroy,3065.0,166.61818181818182,1069.9636363636364,3852.2727272727275
2,810000.0,1.0,2.0,0.0,71.0,1965.0,Northern Metropolitan,Fitzroy,3065.0,166.61818181818182,1069.9636363636364,3852.2727272727275
2,692000.0,1.0,1.0,0.0,,,Northern Metropolitan,Fitzroy,3065.0,166.61818181818182,1069.9636363636364,3852.2727272727275
4,1780000.0,1.0,1.0,186.0,,1902.0,Northern Metropolitan,Fitzroy,3065.0,166.61818181818182,1069.9636363636364,3852.2727272727275
1,947500.0,1.0,0.0,87.0,66.0,1980.0,Northern Metropolitan,Fitzroy,3065.0,166.61818181818182,1069.9636363636364,3852.2727272727275
2,1460000.0,1.0,0.0,0.0,105.0,1890.0,Northern Metropolitan,Fitzroy,3065.0,166.61818181818182,1069.9636363636364,3852.2727272727275
